FID,Shape *,FID_newpon,First_Trea,Area,FID_Total_,OBJECTID,fea_type,mslink,No_bill,Proposed,Notes,FEA_AREA,ShapeSTAre,ShapeSTLen,BUILDINGFO,SOURCE,FootprintT,BuildingUs,BuildingCl,Name,Shape_STAr,Shape_STLe,Shape_Leng,Shape_Area,ImpArea,,Tot Imperv
4464,Polygon ZM,3,PD 2763-010,44652977.51,209404,0, ,0, , , ,0,0,0,178322,Dane County,Eave,Residential,Primary, ,2542.983673,211.337071,0.000696,0,4762.583944,,
4465,Polygon ZM,3,PD 2763-010,44652977.51,209405,0, ,0, , , ,0,0,0,178323,Dane County,Eave,Residential,Primary, ,2473.468719,219.457862,0.000743,0,4632.401942,,
4466,Polygon ZM,3,PD 2763-010,44652977.51,209406,0, ,0, , , ,0,0,0,178324,Dane County,Eave,Residential,Primary, ,2936.840942,276.824842,0.000903,0,5500.20214,,
4467,Polygon ZM,3,PD 2763-010,44652977.51,209407,0, ,0, , , ,0,0,0,178325,Dane County,Eave,Residential,Primary, ,2082.154907,205.693875,0.000667,0,3899.584817,,
4468,Polygon ZM,3,PD 2763-010,44652977.51,209408,0, ,0, , , ,0,0,0,178326,Dane County,Eave,Residential,Primary, ,2581.533386,223.087277,0.000725,0,4834.863457,,
4469,Polygon ZM,3,PD 2763-010,44652977.51,209409,0, ,0, , , ,0,0,0,178327,Dane County,Eave,Residential,Primary, ,2307.255829,217.606922,0.000738,0,4321.163286,,
4470,Polygon ZM,3,PD 2763-010,44652977.51,209410,0, ,0, , , ,0,0,0,178328,Dane County,Eave,Residential,Primary, ,2924.189117,225.412588,0.000751,0,5476.861165,,
4471,Polygon ZM,3,PD 2763-010,44652977.51,209411,0, ,0, , , ,0,0,0,178329,Dane County,Eave,Residential,Primary, ,2962.316376,241.112582,0.000785,0,5548.174873,,
4472,Polygon ZM,3,PD 2763-010,44652977.51,209412,0, ,0, , , ,0,0,0,178330,Dane County,Eave,Residential,Primary, ,2428.324219,206.761059,0.000671,0,4548.182221,,
4473,Polygon ZM,3,PD 2763-010,44652977.51,209413,0, ,0, , , ,0,0,0,178331,Dane County,Eave,Residential,Primary, ,2224.976532,218.635105,0.000705,0,4167.073203,,
4474,Polygon ZM,3,PD 2763-010,44652977.51,209414,0, ,0, , , ,0,0,0,178332,Dane County,Eave,Residential,Primary, ,2644.47702,234.110503,0.00075,0,4952.688175,,
4475,Polygon ZM,3,PD 2763-010,44652977.51,209415,0, ,0, , , ,0,0,0,178333,Dane County,Eave,Residential,Primary, ,2058.225342,205.973749,0.000663,0,3854.707305,,
4476,Polygon ZM,3,PD 2763-010,44652977.51,209416,0, ,0, , , ,0,0,0,178334,Dane County,Eave,Residential,Primary, ,2433.25885,222.135375,0.000724,0,4557.04475,,
4477,Polygon ZM,3,PD 2763-010,44652977.51,209417,0, ,0, , , ,0,0,0,178335,Dane County,Eave,Residential,Primary, ,2122.149597,197.89225,0.000616,0,3974.346074,,
4478,Polygon ZM,3,PD 2763-010,44652977.51,209418,0, ,0, , , ,0,0,0,178336,Dane County,Eave,Residential,Primary, ,2073.283936,200.706675,0.000639,0,3882.805146,,
4479,Polygon ZM,3,PD 2763-010,44652977.51,209419,0, ,0, , , ,0,0,0,178337,Dane County,Eave,Residential,Primary, ,2037.517151,203.530187,0.000617,0,3815.796165,,
4480,Polygon ZM,3,PD 2763-010,44652977.51,209420,0, ,0, , , ,0,0,0,178338,Dane County,Eave,Residential,Primary, ,1709.574493,178.250291,0.00056,0,3201.610749,,
4481,Polygon ZM,3,PD 2763-010,44652977.51,209421,0, ,0, , , ,0,0,0,178339,Dane County,Eave,Residential,Primary, ,2272.635437,203.145074,0.000642,0,4256.040272,,
4482,Polygon ZM,3,PD 2763-010,44652977.51,209422,0, ,0, , , ,0,0,0,178340,Dane County,Eave,Residential,Primary, ,2184.325287,205.82379,0.000628,0,4090.634118,,
4483,Polygon ZM,3,PD 2763-010,44652977.51,243973,0, ,0, , , ,0,0,0,213461,Dane County,Foundation,Commercial Sales,Primary, ,11511.48807,470.088267,0.001455,0,1502.393703,,
4484,Polygon ZM,3,PD 2763-010,44652977.51,246569,0, ,0, , , ,0,0,0,216070,Dane County,Eave,Residential,Primary, ,3438.217743,315.492753,0.001023,0,5791.650983,,
4485,Polygon ZM,3,PD 2763-010,44652977.51,246570,0, ,0, , , ,0,0,0,216071,Dane County,Eave,Residential,Primary, ,3428.12793,290.172625,0.000953,0,6421.201327,,
4486,Polygon ZM,3,PD 2763-010,44652977.51,247136,0, ,0, , , ,0,0,0,216696,Dane County,Eave,Residential,Primary, ,2412.952148,220.266686,0.00072,0,4519.430881,,
4487,Polygon ZM,3,PD 2763-010,44652977.51,247812,0, ,0, , , ,0,0,0,216963,Dane County,Eave,Residential,Primary, ,2266.388458,232.769822,0.000746,0,4244.856233,,
4488,Polygon ZM,3,PD 2763-010,44652977.51,247997,0, ,0, , , ,0,0,0,217091,Dane County,Eave,Commercial Services,Primary, ,5215.308166,388.109192,0.001328,0,1061.284398,,
4489,Polygon ZM,3,PD 2763-010,44652977.51,253192,0, ,0, , , ,0,0,0,222448,Dane County,Eave,Residential,Primary, ,4304.951904,354.710297,0.001159,0,8063.042912,,
4490,Polygon ZM,3,PD 2763-010,44652977.51,253194,0, ,0, , , ,0,0,0,222450,Dane County,Eave,Residential,Primary, ,1757.443634,172.723555,0.000547,0,3291.467333,,
4491,Polygon ZM,3,PD 2763-010,44652977.51,253721,0, ,0, , , ,0,0,0,143174,City of Madison,Foundation,Residential,Primary, ,5218.625092,374.860533,0.001255,0,1102.784723,,
4492,Polygon ZM,3,PD 2763-010,44652977.51,253870,0, ,0, , , ,0,0,0,223201,Dane County,Eave,Residential,Primary, ,15459.92859,804.544755,0.002602,0,2288.109343,,
4493,Polygon ZM,3,PD 2763-010,44652977.51,254549,0, ,0, , , ,0,0,0,223862,City of Madison,Eave,Commercial Services,Primary, ,1445.928131,159.969804,0.000539,0,2708.987914,,
4494,Polygon ZM,3,PD 2763-010,44652977.51,260650,0, ,0, , , ,0,0,0,134441,City of Madison,Foundation,Commercial Services,Primary, ,82402.827,1625.081784,0.005302,0.000001,333.966708,,
4495,Polygon ZM,3,PD 2763-010,44652977.51,261340,0, ,0, , , ,0,0,0,176844,Dane County,Eave,Residential,Accessory, ,98.656158,36.205601,0.000118,0,184.77435,,
4496,Polygon ZM,3,PD 2763-010,44652977.51,262273,0, ,0, , , ,0,0,0,231924,Dane County,Eave,Community,Primary, ,9813.442047,420.066748,0.001379,0,2000.293978,,
4497,Polygon ZM,3,PD 2763-010,44652977.51,273382,0, ,0, , , ,0,0,0,0, , , , , ,0,0,2.534462,0.000189,62239.61292,,
4498,Polygon ZM,3,PD 2763-010,44652977.51,273383,0, ,0, , , ,0,0,0,0, , , , , ,0,0,3.141386,0.00003,7461.701713,,
6601,Polygon ZM,3,PD 2763-010,44652977.51,81,81,P,5433, , , ,382864.3133,382864.3126,12411.39547,0, , , , , ,0,0,0.040124,0.000004,506.976427,,
6602,Polygon ZM,3,PD 2763-010,44652977.51,168211,0, ,0, , , ,0,0,0,135368,City of Madison,Foundation,Commercial Sales,Primary, ,67016.60718,1458.351432,0.004982,0.000001,506.976427,,
6603,Polygon ZM,3,PD 2763-010,44652977.51,81,81,P,5433, , , ,382864.3133,382864.3126,12411.39547,0, , , , , ,0,0,0.040124,0.000004,9372.278982,,
6604,Polygon ZM,3,PD 2763-010,44652977.51,171183,0, ,0, , , ,0,0,0,139104,City of Madison,Foundation,Commercial Sales,Primary, ,6503.135864,432.708917,0.001383,0,9372.278982,,
6605,Polygon ZM,3,PD 2763-010,44652977.51,81,81,P,5433, , , ,382864.3133,382864.3126,12411.39547,0, , , , , ,0,0,0.040124,0.000004,4260.743386,,
6606,Polygon ZM,3,PD 2763-010,44652977.51,181512,0, ,0, , , ,0,0,0,150556,Dane County,Eave,Commercial Sales,Primary, ,210869.8281,2356.753093,0.007979,0.000002,4260.743386,,
6607,Polygon ZM,3,PD 2763-010,44652977.51,81,81,P,5433, , , ,382864.3133,382864.3126,12411.39547,0, , , , , ,0,0,0.040124,0.000004,5.768554,,
6608,Polygon ZM,3,PD 2763-010,44652977.51,273383,0, ,0, , , ,0,0,0,0, , , , , ,0,0,3.141386,0.00003,5.768554,,
6609,Polygon ZM,3,PD 2763-010,44652977.51,163,163,P,3634132, , , ,222381.0925,222381.0925,11821.65708,0, , , , , ,0,0,0.037454,0.000002,63.577198,,
6610,Polygon ZM,3,PD 2763-010,44652977.51,260650,0, ,0, , , ,0,0,0,134441,City of Madison,Foundation,Commercial Services,Primary, ,82402.827,1625.081784,0.005302,0.000001,63.577198,,
6611,Polygon ZM,3,PD 2763-010,44652977.51,164,164,P,5061, , , ,132702.6589,132702.6588,5611.576675,0, , , , , ,0,0,0.018233,0.000001,13.714326,,
6612,Polygon ZM,3,PD 2763-010,44652977.51,174584,0, ,0, , , ,0,0,0,142907,City of Madison,Foundation,Commercial Services,Primary, ,2109.681732,185.939327,0.000591,0,13.714326,,
6613,Polygon ZM,3,PD 2763-010,44652977.51,164,164,P,5061, , , ,132702.6589,132702.6588,5611.576675,0, , , , , ,0,0,0.018233,0.000001,47.619684,,
6614,Polygon ZM,3,PD 2763-010,44652977.51,273383,0, ,0, , , ,0,0,0,0, , , , , ,0,0,3.141386,0.00003,47.619684,,
6615,Polygon ZM,3,PD 2763-010,44652977.51,204,204,B,127525, , , ,214450.0445,214450.0445,2340.489776,0, , , , , ,0,0,0.007965,0.000002,384927.7608,,
6616,Polygon ZM,3,PD 2763-010,44652977.51,181512,0, ,0, , , ,0,0,0,150556,Dane County,Eave,Commercial Sales,Primary, ,210869.8281,2356.753093,0.007979,0.000002,384927.7608,,
6617,Polygon ZM,3,PD 2763-010,44652977.51,240,240,P,5001, , , ,162773.8614,162773.8613,2842.432404,0, , , , , ,0,0,0.009284,0.000002,873.973142,,
6618,Polygon ZM,3,PD 2763-010,44652977.51,167372,0, ,0, , , ,0,0,0,134375,City of Madison,Foundation,Commercial Sales,Primary, ,34186.91196,764.439566,0.002475,0,873.973142,,
6619,Polygon ZM,3,PD 2763-010,44652977.51,341,341,P,5028, , , ,151087.0531,151087.0531,7524.64571,0, , , , , ,0,0,0.024974,0.000002,62.59168,,
6620,Polygon ZM,3,PD 2763-010,44652977.51,168261,0, ,0, , , ,0,0,0,135425,City of Madison,Foundation,Residential,Primary, ,6970.733398,368.659605,0.001167,0,62.59168,,
6621,Polygon ZM,3,PD 2763-010,44652977.51,346,346,P,5409, , , ,151009.0853,151009.085,4297.086422,0, , , , , ,0,0,0.013609,0.000002,2275.718571,,
6622,Polygon ZM,3,PD 2763-010,44652977.51,166166,0, ,0, , , ,0,0,0,132859,City of Madison,Foundation,Commercial Sales,Primary, ,21034.01172,695.132466,0.002285,0,2275.718571,,
6623,Polygon ZM,3,PD 2763-010,44652977.51,451,451,P,5112, , , ,116498.687,116498.6869,5071.220688,0, , , , , ,0,0,0.016858,0.000001,20.212852,,
6624,Polygon ZM,3,PD 2763-010,44652977.51,165705,0, ,0, , , ,0,0,0,136239,Dane County,Foundation,Government,Primary,United States Post Office,48146.82675,1104.690255,0.003726,0,20.212852,,
6625,Polygon ZM,3,PD 2763-010,44652977.51,451,451,P,5112, , , ,116498.687,116498.6869,5071.220688,0, , , , , ,0,0,0.016858,0.000001,162.855549,,
6626,Polygon ZM,3,PD 2763-010,44652977.51,174742,0, ,0, , , ,0,0,0,143089,City of Madison,Foundation,Government,Accessory, ,1138.606049,137.648553,0.000433,0,162.855549,,
6627,Polygon ZM,3,PD 2763-010,44652977.51,541,541,V,126736, , , ,53729.35967,53729.36002,8275.77139,0, , , , , ,0,0,0.027106,0.000001,37.997316,,
6628,Polygon ZM,3,PD 2763-010,44652977.51,167401,0, ,0, , , ,0,0,0,134411,City of Madison,Foundation,Commercial Services,Primary, ,7180.196686,350.674724,0.001157,0,37.997316,,
6629,Polygon ZM,3,PD 2763-010,44652977.51,631,631,P,5117, , , ,80971.47456,80971.47446,2571.981205,0, , , , , ,0,0,0.008029,0.000001,1322.102136,,
6630,Polygon ZM,3,PD 2763-010,44652977.51,167387,0, ,0, , , ,0,0,0,134393,City of Madison,Foundation,Commercial Sales,Primary, ,19439.48941,647.349087,0.001935,0,1322.102136,,
6631,Polygon ZM,3,PD 2763-010,44652977.51,631,631,P,5117, , , ,80971.47456,80971.47446,2571.981205,0, , , , , ,0,0,0.008029,0.000001,143.669533,,
6632,Polygon ZM,3,PD 2763-010,44652977.51,167388,0, ,0, , , ,0,0,0,134394,City of Madison,Foundation,Commercial Sales,Primary, ,21299.49985,686.223199,0.002092,0,143.669533,,
6633,Polygon ZM,3,PD 2763-010,44652977.51,873,873,B,3634130, , , ,79349.49173,79349.4917,1502.877948,0, , , , , ,0,0,0.004971,0.000001,42.157153,,
6634,Polygon ZM,3,PD 2763-010,44652977.51,260650,0, ,0, , , ,0,0,0,134441,City of Madison,Foundation,Commercial Services,Primary, ,82402.827,1625.081784,0.005302,0.000001,42.157153,,
6635,Polygon ZM,3,PD 2763-010,44652977.51,882,882,P,5412, , , ,78471.14191,78471.14163,3910.862331,0, , , , , ,0,0,0.012567,0.000001,684.468479,,
6636,Polygon ZM,3,PD 2763-010,44652977.51,166153,0, ,0, , , ,0,0,0,132840,City of Madison,Foundation,Commercial Services,Primary, ,53322.53497,1643.351426,0.005153,0.000001,684.468479,,
6637,Polygon ZM,3,PD 2763-010,44652977.51,882,882,P,5412, , , ,78471.14191,78471.14163,3910.862331,0, , , , , ,0,0,0.012567,0.000001,24.372531,,
6638,Polygon ZM,3,PD 2763-010,44652977.51,169218,0, ,0, , , ,0,0,0,139047,City of Madison,Foundation,Commercial Services,Primary, ,14680.23984,588.484155,0.00189,0,24.372531,,
6639,Polygon ZM,3,PD 2763-010,44652977.51,882,882,P,5412, , , ,78471.14191,78471.14163,3910.862331,0, , , , , ,0,0,0.012567,0.000001,97.063081,,
6640,Polygon ZM,3,PD 2763-010,44652977.51,273383,0, ,0, , , ,0,0,0,0, , , , , ,0,0,3.141386,0.00003,97.063081,,
6641,Polygon ZM,3,PD 2763-010,44652977.51,905,905,P,2964213, , , ,72167.66403,72167.66412,2862.729064,0, , , , , ,0,0,0.00946,0.000001,772.790426,,
6642,Polygon ZM,3,PD 2763-010,44652977.51,168211,0, ,0, , , ,0,0,0,135368,City of Madison,Foundation,Commercial Sales,Primary, ,67016.60718,1458.351432,0.004982,0.000001,772.790426,,
6643,Polygon ZM,3,PD 2763-010,44652977.51,940,940,P,5222, , , ,50469.93223,50469.93225,1765.880651,0, , , , , ,0,0,0.005548,0.000001,821.801015,,
6644,Polygon ZM,3,PD 2763-010,44652977.51,167379,0, ,0, , , ,0,0,0,134383,City of Madison,Foundation,Industrial,Primary, ,22714.84985,613.22178,0.001968,0,821.801015,,
6645,Polygon ZM,3,PD 2763-010,44652977.51,960,960,B,7027, , , ,72382.18851,72382.18842,1604.305184,0, , , , , ,0,0,0.005246,0.000001,33540.11367,,
6646,Polygon ZM,3,PD 2763-010,44652977.51,171217,0, ,0, , , ,0,0,0,139167,City of Madison,Foundation,Education,Primary,Phillip Falk Elementary School,72382.09503,1604.303929,0.005246,0.000001,33540.11367,,
6647,Polygon ZM,3,PD 2763-010,44652977.51,990,990,P,6069, , , ,69216.80391,69216.80393,2886.155105,0, , , , , ,0,0,0.009037,0.000001,1976.950076,,
6648,Polygon ZM,3,PD 2763-010,44652977.51,171174,0, ,0, , , ,0,0,0,139096,City of Madison,Foundation,Commercial Sales,Primary, ,45936.25681,1202.329397,0.003701,0,1976.950076,,
6649,Polygon ZM,3,PD 2763-010,44652977.51,1135,1135,P,501747, , , ,35920.82334,35920.82367,3787.425944,0, , , , , ,0,0,0.011971,0,530.944322,,
6650,Polygon ZM,3,PD 2763-010,44652977.51,243886,0, ,0, , , ,0,0,0,142934,City of Madison,Foundation,Commercial Sales,Primary, ,21661.23871,647.707226,0.001988,0,530.944322,,
6651,Polygon ZM,3,PD 2763-010,44652977.51,1158,1158,B,5040, , , ,62911.55677,62911.55676,1268.000489,0, , , , , ,0,0,0.004466,0.000001,107333.4869,,
6652,Polygon ZM,3,PD 2763-010,44652977.51,171197,0, ,0, , , ,0,0,0,139117,City of Madison,Foundation,Recreation,Primary, ,62911.52322,1267.999676,0.004466,0.000001,107333.4869,,
6653,Polygon ZM,3,PD 2763-010,44652977.51,1170,1170,B,5430, , , ,62515.25893,62515.25897,1473.627827,0, , , , , ,0,0,0.005022,0.000001,113738.0921,,
6654,Polygon ZM,3,PD 2763-010,44652977.51,168211,0, ,0, , , ,0,0,0,135368,City of Madison,Foundation,Commercial Sales,Primary, ,67016.60718,1458.351432,0.004982,0.000001,113738.0921,,
6655,Polygon ZM,3,PD 2763-010,44652977.51,1326,1326,P,186112, , , ,37266.19905,37266.19925,3566.845541,0, , , , , ,0,0,0.011351,0,3138.658701,,
6656,Polygon ZM,3,PD 2763-010,44652977.51,181518,0, ,0, , , ,0,0,0,150562,Dane County,Eave,Commercial Services,Primary, ,5629.165985,386.289875,0.001306,0,3138.658701,,
6657,Polygon ZM,3,PD 2763-010,44652977.51,1410,1410,B,5410, , , ,53322.59194,53322.59189,1643.353959,0, , , , , ,0,0,0.005153,0.000001,82878.53442,,
6658,Polygon ZM,3,PD 2763-010,44652977.51,166153,0, ,0, , , ,0,0,0,132840,City of Madison,Foundation,Commercial Services,Primary, ,53322.53497,1643.351426,0.005153,0.000001,82878.53442,,
6659,Polygon ZM,3,PD 2763-010,44652977.51,1482,1482,B,5114, , , ,50877.10997,50877.10992,1128.505765,0, , , , , ,0,0,0.003796,0.000001,88373.09789,,
6660,Polygon ZM,3,PD 2763-010,44652977.51,165705,0, ,0, , , ,0,0,0,136239,Dane County,Foundation,Government,Primary,United States Post Office,48146.82675,1104.690255,0.003726,0,88373.09789,,
6661,Polygon ZM,3,PD 2763-010,44652977.51,1580,1580,B,166607, , , ,48169.45829,48169.45816,1760.175516,0, , , , , ,0,0,0.005772,0,79899.28576,,
6662,Polygon ZM,3,PD 2763-010,44652977.51,168250,0, ,0, , , ,0,0,0,135413,City of Madison,Foundation,Residential,Primary, ,48724.23517,1785.543889,0.005856,0.000001,79899.28576,,
6663,Polygon ZM,3,PD 2763-010,44652977.51,1635,1635,P,40514, , , ,46964.48496,46964.48474,3095.554522,0, , , , , ,0,0,0.010395,0,173.804129,,
6664,Polygon ZM,3,PD 2763-010,44652977.51,167128,0, ,0, , , ,0,0,0,134002,City of Madison,Foundation,Residential,Primary, ,4481.313629,308.873709,0.001058,0,173.804129,,
6665,Polygon ZM,3,PD 2763-010,44652977.51,1635,1635,P,40514, , , ,46964.48496,46964.48474,3095.554522,0, , , , , ,0,0,0.010395,0,30.769291,,
6666,Polygon ZM,3,PD 2763-010,44652977.51,167133,0, ,0, , , ,0,0,0,134007,City of Madison,Foundation,Residential,Primary, ,3992.728485,296.954232,0.000913,0,30.769291,,
6667,Polygon ZM,3,PD 2763-010,44652977.51,1635,1635,P,40514, , , ,46964.48496,46964.48474,3095.554522,0, , , , , ,0,0,0.010395,0,14.77625,,
6668,Polygon ZM,3,PD 2763-010,44652977.51,168290,0, ,0, , , ,0,0,0,135462,City of Madison,Foundation,Residential,Primary, ,5976.486938,423.409069,0.001285,0,14.77625,,
6669,Polygon ZM,3,PD 2763-010,44652977.51,1635,1635,P,40514, , , ,46964.48496,46964.48474,3095.554522,0, , , , , ,0,0,0.010395,0,277.416638,,
6670,Polygon ZM,3,PD 2763-010,44652977.51,168648,0, ,0, , , ,0,0,0,139151,City of Madison,Foundation,Residential,Primary, ,4223.959045,284.479943,0.000934,0,277.416638,,
6671,Polygon ZM,3,PD 2763-010,44652977.51,1635,1635,P,40514, , , ,46964.48496,46964.48474,3095.554522,0, , , , , ,0,0,0.010395,0,9.162763,,
6672,Polygon ZM,3,PD 2763-010,44652977.51,174835,0, ,0, , , ,0,0,0,143231,City of Madison,Foundation,Residential,Primary, ,4115.037598,301.390654,0.000926,0,9.162763,,
6673,Polygon ZM,3,PD 2763-010,44652977.51,1667,1667,P,5454, , , ,42745.13485,42745.13477,2868.555403,0, , , , , ,0,0,0.008996,0,131.934053,,
6674,Polygon ZM,3,PD 2763-010,44652977.51,166460,0, ,0, , , ,0,0,0,133195,City of Madison,Foundation,Commercial Services,Primary, ,6576.958099,367.295696,0.001203,0,131.934053,,
6675,Polygon ZM,3,PD 2763-010,44652977.51,1667,1667,P,5454, , , ,42745.13485,42745.13477,2868.555403,0, , , , , ,0,0,0.008996,0,68.567084,,
6676,Polygon ZM,3,PD 2763-010,44652977.51,167117,0, ,0, , , ,0,0,0,133988,City of Madison,Foundation,Commercial Services,Primary, ,12568.85516,547.962379,0.001789,0,68.567084,,
6677,Polygon ZM,3,PD 2763-010,44652977.51,1698,1698,P,715511, , , ,44215.14747,44215.14731,2032.468316,0, , , , , ,0,0,0.006348,0,440.504039,,
6678,Polygon ZM,3,PD 2763-010,44652977.51,171156,0, ,0, , , ,0,0,0,139074,City of Madison,Foundation,Commercial Sales,Primary, ,13619.45761,544.992981,0.001671,0,440.504039,,
6679,Polygon ZM,3,PD 2763-010,44652977.51,1722,1722,P,5347, , , ,44409.83015,44409.82999,1658.69129,0, , , , , ,0,0,0.005418,0,434.817747,,
6680,Polygon ZM,3,PD 2763-010,44652977.51,174561,0, ,0, , , ,0,0,0,142884,City of Madison,Foundation,Hotel,Primary, ,31927.42899,1063.172371,0.003751,0,434.817747,,
6681,Polygon ZM,3,PD 2763-010,44652977.51,1817,1817,S,134296, , , ,40950.71148,40950.71109,8017.253297,0, , , , , ,0,0,0.02535,0,19.401081,,
6682,Polygon ZM,3,PD 2763-010,44652977.51,174818,0, ,0, , , ,0,0,0,143213,City of Madison,Foundation,Government,Accessory, ,339.668823,74.771794,0.000236,0,19.401081,,
6683,Polygon ZM,3,PD 2763-010,44652977.51,1952,1952,B,6068, , , ,39759.99634,39759.99637,1069.957933,0, , , , , ,0,0,0.003326,0,25746.28946,,
6684,Polygon ZM,3,PD 2763-010,44652977.51,171174,0, ,0, , , ,0,0,0,139096,City of Madison,Foundation,Commercial Sales,Primary, ,45936.25681,1202.329397,0.003701,0,25746.28946,,
6685,Polygon ZM,3,PD 2763-010,44652977.51,2031,2031,B,5041, , , ,38295.40286,38295.40283,833.845116,0, , , , , ,0,0,0.002645,0,70443.74405,,
6686,Polygon ZM,3,PD 2763-010,44652977.51,174773,0, ,0, , , ,0,0,0,143153,City of Madison,Foundation,Commercial Services,Primary, ,39266.81247,839.17072,0.002654,0,70443.74405,,
6687,Polygon ZM,3,PD 2763-010,44652977.51,2117,2117,P,2964185, , , ,36417.43209,36417.43216,1565.593791,0, , , , , ,0,0,0.004798,0,567.276499,,
6688,Polygon ZM,3,PD 2763-010,44652977.51,167388,0, ,0, , , ,0,0,0,134394,City of Madison,Foundation,Commercial Sales,Primary, ,21299.49985,686.223199,0.002092,0,567.276499,,
6689,Polygon ZM,3,PD 2763-010,44652977.51,2125,2125,P,5343, , , ,36310.64504,36310.6449,1803.117184,0, , , , , ,0,0,0.006084,0,221.94209,,
6690,Polygon ZM,3,PD 2763-010,44652977.51,174563,0, ,0, , , ,0,0,0,142886,City of Madison,Foundation,Commercial Services,Primary, ,9682.5513,445.330215,0.001465,0,221.94209,,
6691,Polygon ZM,3,PD 2763-010,44652977.51,2295,2295,M,7023, , , ,29036.74619,29036.74609,2419.799716,0, , , , , ,0,0,0.007944,0,22.618238,,
6692,Polygon ZM,3,PD 2763-010,44652977.51,171217,0, ,0, , , ,0,0,0,139167,City of Madison,Foundation,Education,Primary,Phillip Falk Elementary School,72382.09503,1604.303929,0.005246,0.000001,22.618238,,
6693,Polygon ZM,3,PD 2763-010,44652977.51,2303,2303,P,5468, , , ,28876.40162,28876.40158,1452.063861,0, , , , , ,0,0,0.004595,0,75.951049,,
6694,Polygon ZM,3,PD 2763-010,44652977.51,166409,0, ,0, , , ,0,0,0,133139,City of Madison,Foundation,Commercial Sales,Accessory, ,1209.177155,155.122877,0.000484,0,75.951049,,
6695,Polygon ZM,3,PD 2763-010,44652977.51,2455,2455,P,166605, , , ,31838.09029,31838.09052,2165.685616,0, , , , , ,0,0,0.007039,0,25.07128,,
6696,Polygon ZM,3,PD 2763-010,44652977.51,168250,0, ,0, , , ,0,0,0,135413,City of Madison,Foundation,Residential,Primary, ,48724.23517,1785.543889,0.005856,0.000001,25.07128,,
6697,Polygon ZM,3,PD 2763-010,44652977.51,2455,2455,P,166605, , , ,31838.09029,31838.09052,2165.685616,0, , , , , ,0,0,0.007039,0,1181.118364,,
6698,Polygon ZM,3,PD 2763-010,44652977.51,253870,0, ,0, , , ,0,0,0,223201,Dane County,Eave,Residential,Primary, ,15459.92859,804.544755,0.002602,0,1181.118364,,
6699,Polygon ZM,3,PD 2763-010,44652977.51,2471,2471,B,5346, , , ,31730.96768,31730.96768,1072.774819,0, , , , , ,0,0,0.003773,0,27390.58996,,
6700,Polygon ZM,3,PD 2763-010,44652977.51,174561,0, ,0, , , ,0,0,0,142884,City of Madison,Foundation,Hotel,Primary, ,31927.42899,1063.172371,0.003751,0,27390.58996,,
6701,Polygon ZM,3,PD 2763-010,44652977.51,2536,2536,B,5002, , , ,30904.43186,30904.43189,712.831485,0, , , , , ,0,0,0.002295,0,36067.67026,,
6702,Polygon ZM,3,PD 2763-010,44652977.51,167372,0, ,0, , , ,0,0,0,134375,City of Madison,Foundation,Commercial Sales,Primary, ,34186.91196,764.439566,0.002475,0,36067.67026,,
6703,Polygon ZM,3,PD 2763-010,44652977.51,2562,2562,P,7017, , , ,30498.8632,30498.86298,1473.190147,0, , , , , ,0,0,0.005032,0,24.047157,,
6704,Polygon ZM,3,PD 2763-010,44652977.51,167122,0, ,0, , , ,0,0,0,133993,City of Madison,Foundation,Residential,Primary, ,9522.797272,471.602047,0.001612,0,24.047157,,
6705,Polygon ZM,3,PD 2763-010,44652977.51,2750,2750,P,7043, , , ,26161.15367,26161.15372,950.491324,0, , , , , ,0,0,0.003037,0,89.828061,,
6706,Polygon ZM,3,PD 2763-010,44652977.51,168266,0, ,0, , , ,0,0,0,135433,City of Madison,Foundation,Commercial Sales,Primary, ,4102.391754,266.08726,0.000827,0,89.828061,,
6707,Polygon ZM,3,PD 2763-010,44652977.51,2750,2750,P,7043, , , ,26161.15367,26161.15372,950.491324,0, , , , , ,0,0,0.003037,0,1073.109254,,
6708,Polygon ZM,3,PD 2763-010,44652977.51,253193,0, ,0, , , ,0,0,0,222449,Dane County,Eave,Commercial Sales,Accessory, ,2401.906189,208.715297,0.000712,0,1073.109254,,
6709,Polygon ZM,3,PD 2763-010,44652977.51,2752,2752,P,5439, , , ,28445.66098,28445.66095,1172.413852,0, , , , , ,0,0,0.003687,0,1.275723,,
6710,Polygon ZM,3,PD 2763-010,44652977.51,171170,0, ,0, , , ,0,0,0,139091,City of Madison,Foundation,Commercial Services,Primary, ,17304.41397,590.972181,0.001841,0,1.275723,,
6711,Polygon ZM,3,PD 2763-010,44652977.51,2779,2779,P,131783, , , ,25135.42161,25135.42194,1686.042362,0, , , , , ,0,0,0.005646,0,434.779239,,
6712,Polygon ZM,3,PD 2763-010,44652977.51,165707,0, ,0, , , ,0,0,0,136241,City of Madison,Foundation,Residential,Primary, ,28536.6275,1013.570317,0.003273,0,434.779239,,
6713,Polygon ZM,3,PD 2763-010,44652977.51,2788,2788,P,40534, , , ,28241.93853,28241.93851,1777.322956,0, , , , , ,0,0,0.005905,0,6.039047,,
6714,Polygon ZM,3,PD 2763-010,44652977.51,167123,0, ,0, , , ,0,0,0,133996,City of Madison,Foundation,Residential,Primary, ,4501.686279,369.868254,0.001258,0,6.039047,,
